created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2025-06-15T12:29:53+00:00,212,3.79903,2.42226,2.46853,65124.18359,17142.32227,0.80465,0.01910,0.98090,,,,
2025-06-15T12:30:43+00:00,213,3.75910,2.49664,2.42226,64439.64453,17142.32227,0.81110,0.02979,0.97021,,,,
2025-06-15T12:31:33+00:00,214,3.78398,2.44994,2.49664,64866.20313,17142.32227,0.80707,0.01906,0.98094,,,,
2025-06-15T12:32:22+00:00,215,3.77400,2.46853,2.44994,64695.07031,17142.32227,0.80868,0.00753,0.99247,,,,
2025-06-15T12:33:12+00:00,216,3.81924,2.38576,2.46853,65470.58984,17142.32227,0.80143,0.03469,0.96531,,,,
2025-06-15T12:34:02+00:00,217,3.78148,2.45457,2.38576,64823.36328,17142.32227,0.80747,0.02803,0.97197,,,,
2025-06-15T12:34:51+00:00,218,3.79903,2.42226,2.45457,65124.18359,17142.32227,0.80465,0.01334,0.98666,,,,
2025-06-15T12:35:40+00:00,219,3.79903,2.42226,2.42226,65124.18359,17142.32227,0.80465,0.00000,1.00000,,,,
2025-06-15T12:36:30+00:00,220,3.81417,2.39485,2.42226,65383.71875,17142.32227,0.80223,0.01145,0.98855,,,,
2025-06-15T12:37:22+00:00,221,3.81924,2.38576,2.39485,65470.58984,17142.32227,0.80143,0.00381,0.99619,,,,
2025-06-15T12:38:15+00:00,222,3.79903,2.42226,2.38576,65124.18359,17142.32227,0.80465,0.01507,0.98493,,,,
2025-06-15T12:39:04+00:00,223,3.81670,2.39030,2.42226,65427.13281,17142.32227,0.80183,0.01337,0.98663,,,,
2025-06-15T12:39:54+00:00,224,3.78398,2.44994,2.39030,64866.20313,17142.32227,0.80707,0.02434,0.97566,,,,
2025-06-15T12:40:48+00:00,225,3.81924,2.38576,2.44994,65470.58984,17142.32227,0.80143,0.02690,0.97310,,,,
2025-06-15T12:41:37+00:00,226,3.80155,2.41767,2.38576,65167.34375,17142.32227,0.80425,0.01320,0.98680,,,,
2025-06-15T12:42:27+00:00,227,3.83705,2.35420,2.41768,65775.98437,17142.32227,0.79861,0.02696,0.97304,,,,
2025-06-15T12:43:17+00:00,228,3.84216,2.34524,2.35420,65863.63281,17142.32227,0.79780,0.00382,0.99618,,,,
2025-06-15T12:44:07+00:00,229,3.84729,2.33631,2.34524,65951.46875,17142.32227,0.79700,0.00382,0.99618,,,,
2025-06-15T12:45:00+00:00,230,3.83450,2.35869,2.33632,65732.22656,17142.32227,0.79901,0.00948,0.99052,,,,
2025-06-15T12:45:52+00:00,231,3.83961,2.34972,2.35869,65819.79687,17142.32227,0.79821,0.00382,0.99618,,,,
2025-06-15T12:46:43+00:00,232,3.82177,2.38123,2.34972,65514.07812,17142.32227,0.80103,0.01324,0.98676,,,,
2025-06-15T12:47:36+00:00,233,3.83450,2.35869,2.38123,65732.22656,17142.32227,0.79901,0.00956,0.99044,,,,
2025-06-15T12:48:26+00:00,234,3.83705,2.35420,2.35869,65775.98437,17142.32227,0.79861,0.00191,0.99809,,,,
2025-06-15T12:49:17+00:00,235,3.82940,2.36768,2.35420,65644.83594,17142.32227,0.79982,0.00570,0.99430,,,,
2025-06-15T12:50:07+00:00,236,3.83961,2.34972,2.36768,65819.79687,17142.32227,0.79821,0.00765,0.99235,,,,
2025-06-15T12:50:57+00:00,237,3.83705,2.35420,2.34972,65775.98437,17142.32227,0.79861,0.00190,0.99810,,,,
2025-06-15T12:51:48+00:00,238,3.84216,2.34524,2.35420,65863.63281,17142.32227,0.79780,0.00382,0.99618,,,,
2025-06-15T12:52:43+00:00,239,3.84216,2.34524,2.34524,65863.63281,17142.32227,0.79780,0.00000,1.00000,,,,
2025-06-15T12:53:33+00:00,240,3.86789,2.30088,2.34524,66304.57031,17142.32227,0.79377,0.01928,0.98072,,,,
2025-06-15T12:54:23+00:00,241,3.85499,2.32298,2.30088,66083.53906,17142.32227,0.79579,0.00951,0.99049,,,,
2025-06-15T12:55:13+00:00,242,3.84473,2.34077,2.32298,65907.53125,17142.32227,0.79740,0.00760,0.99240,,,,
2025-06-15T12:56:03+00:00,243,3.83705,2.35420,2.34078,65775.98437,17142.32227,0.79861,0.00570,0.99430,,,,
2025-06-15T12:56:53+00:00,244,3.84985,2.33186,2.35420,65995.44531,17142.32227,0.79659,0.00958,0.99042,,,,
2025-06-15T12:57:43+00:00,245,3.87047,2.29648,2.33186,66348.91406,17142.32227,0.79337,0.01541,0.98459,,,,
2025-06-15T12:58:33+00:00,246,3.88085,2.27896,2.29648,66526.71094,17142.32227,0.79176,0.00769,0.99231,,,,
2025-06-15T12:59:22+00:00,247,3.86789,2.30088,2.27896,66304.57031,17142.32227,0.79377,0.00953,0.99047,,,,
2025-06-15T13:00:12+00:00,248,3.90434,2.23993,2.30088,66929.45312,17142.32227,0.78813,0.02721,0.97279,,,,
2025-06-15T13:01:02+00:00,249,3.86530,2.30529,2.23993,66260.26562,17142.32227,0.79418,0.02835,0.97165,,,,
2025-06-15T13:01:53+00:00,250,3.84473,2.34077,2.30529,65907.53125,17142.32227,0.79740,0.01516,0.98484,,,,
2025-06-15T13:02:43+00:00,251,3.87306,2.29209,2.34078,66393.29687,17142.32227,0.79297,0.02124,0.97876,,,,
2025-06-15T13:03:34+00:00,252,3.86789,2.30088,2.29209,66304.57031,17142.32227,0.79377,0.00382,0.99618,,,,
2025-06-15T13:04:26+00:00,253,3.87047,2.29648,2.30088,66348.91406,17142.32227,0.79337,0.00192,0.99808,,,,
2025-06-15T13:05:16+00:00,254,3.89126,2.26155,2.29648,66705.25000,17142.32227,0.79015,0.01545,0.98455,,,,
2025-06-15T13:06:10+00:00,255,3.88605,2.27024,2.26155,66615.89062,17142.32227,0.79095,0.00383,0.99617,,,,
2025-06-15T13:07:01+00:00,256,3.90434,2.23993,2.27024,66929.45312,17142.32227,0.78813,0.01353,0.98647,,,,
2025-06-15T13:07:51+00:00,257,3.90696,2.23563,2.23993,66974.42187,17142.32227,0.78773,0.00192,0.99808,,,,
2025-06-15T13:08:43+00:00,258,3.88085,2.27896,2.23563,66526.71094,17142.32227,0.79176,0.01901,0.98099,,,,
2025-06-15T13:09:32+00:00,259,3.88345,2.27460,2.27896,66571.29687,17142.32227,0.79136,0.00192,0.99808,,,,
2025-06-15T13:10:25+00:00,260,3.90434,2.23993,2.27460,66929.45312,17142.32227,0.78813,0.01548,0.98452,,,,
2025-06-15T13:11:15+00:00,261,3.90172,2.24424,2.23993,66884.52344,17142.32227,0.78853,0.00192,0.99808,,,,
2025-06-15T13:12:08+00:00,262,3.89126,2.26155,2.24424,66705.25000,17142.32227,0.79015,0.00765,0.99235,,,,
2025-06-15T13:12:58+00:00,263,3.88865,2.26589,2.26155,66660.54687,17142.32227,0.79055,0.00192,0.99808,,,,
2025-06-15T13:13:48+00:00,264,3.89126,2.26155,2.26589,66705.25000,17142.32227,0.79015,0.00192,0.99808,,,,
2025-06-15T13:15:30+00:00,265,3.92012,2.21422,2.23134,67200.00000,17142.32227,0.78571,0.00773,0.99227,,,,
2025-06-15T13:16:20+00:00,266,3.89910,2.24856,2.21422,66839.64062,17142.32227,0.78894,0.01527,0.98473,,,,
2025-06-15T13:17:09+00:00,267,3.88865,2.26589,2.24856,66660.54687,17142.32227,0.79055,0.00765,0.99235,,,,
2025-06-15T13:17:59+00:00,268,3.91485,2.22277,2.26589,67109.62500,17142.32227,0.78652,0.01940,0.98060,,,,
2025-06-15T13:18:49+00:00,269,3.91748,2.21849,2.22277,67154.78906,17142.32227,0.78612,0.00193,0.99807,,,,
2025-06-15T13:19:39+00:00,270,3.90696,2.23563,2.21849,66974.42187,17142.32227,0.78773,0.00767,0.99233,,,,
2025-06-15T13:20:29+00:00,271,3.92012,2.21422,2.23563,67200.00000,17142.32227,0.78571,0.00967,0.99033,,,,
2025-06-15T13:21:18+00:00,272,3.90959,2.23133,2.21422,67019.45312,17142.32227,0.78733,0.00767,0.99233,,,,
2025-06-15T13:22:08+00:00,273,3.92012,2.21422,2.23134,67200.00000,17142.32227,0.78571,0.00773,0.99227,,,,
2025-06-15T13:22:58+00:00,274,3.92012,2.21422,2.21422,67200.00000,17142.32227,0.78571,0.00000,1.00000,,,,
2025-06-15T13:23:52+00:00,275,3.90434,2.23993,2.21422,66929.45312,17142.32227,0.78813,0.01148,0.98852,,,,
2025-06-15T13:24:41+00:00,276,3.92276,2.20996,2.23993,67245.25781,17142.32227,0.78531,0.01356,0.98644,,,,
2025-06-15T13:25:31+00:00,277,3.92012,2.21422,2.20996,67200.00000,17142.32227,0.78571,0.00192,0.99808,,,,
2025-06-15T13:26:27+00:00,278,3.93335,2.19298,2.21422,67426.73437,17142.32227,0.78370,0.00969,0.99031,,,,
2025-06-15T13:27:21+00:00,279,3.92276,2.20996,2.19298,67245.25781,17142.32227,0.78531,0.00768,0.99232,,,,
2025-06-15T13:28:18+00:00,280,3.92805,2.20145,2.20996,67335.89844,17142.32227,0.78451,0.00386,0.99614,,,,
2025-06-15T13:29:08+00:00,281,3.92805,2.20145,2.20145,67335.89844,17142.32227,0.78451,0.00000,1.00000,,,,
2025-06-15T13:30:04+00:00,282,3.91748,2.21849,2.20145,67154.78906,17142.32227,0.78612,0.00768,0.99232,,,,
2025-06-15T13:31:00+00:00,283,3.98965,2.10556,2.21849,68391.89062,17142.32227,0.77524,0.05363,0.94637,,,,
2025-06-15T13:31:53+00:00,284,3.96806,2.13852,2.10556,68021.72656,17142.32227,0.77846,0.01541,0.98459,,,,
2025-06-15T13:32:45+00:00,285,3.94664,2.17190,2.13852,67654.63281,17142.32227,0.78168,0.01537,0.98463,,,,
2025-06-15T13:33:44+00:00,286,3.96537,2.14267,2.17190,67975.68750,17142.32227,0.77886,0.01364,0.98636,,,,
2025-06-15T13:34:33+00:00,287,3.94132,2.18031,2.14267,67563.33594,17142.32227,0.78249,0.01726,0.98274,,,,
2025-06-15T13:35:25+00:00,288,3.93335,2.19298,2.18031,67426.73437,17142.32227,0.78370,0.00578,0.99422,,,,
2025-06-15T13:36:15+00:00,289,3.95198,2.16352,2.19298,67746.14062,17142.32227,0.78088,0.01362,0.98638,,,,
2025-06-15T13:37:05+00:00,290,3.96269,2.14683,2.16352,67929.68750,17142.32227,0.77927,0.00777,0.99223,,,,
2025-06-15T13:37:54+00:00,291,3.97344,2.13024,2.14683,68113.98437,17142.32227,0.77766,0.00778,0.99222,,,,
2025-06-15T13:38:44+00:00,292,3.97344,2.13024,2.13024,68113.98437,17142.32227,0.77766,0.00000,1.00000,,,,
2025-06-15T13:39:44+00:00,293,3.95465,2.15934,2.13024,67791.93750,17142.32227,0.78048,0.01347,0.98653,,,,
2025-06-15T13:41:31+00:00,294,3.96269,2.14683,2.14267,67929.68750,17142.32227,0.77927,0.00194,0.99806,,,,
2025-06-15T13:42:26+00:00,295,3.96806,2.13852,2.14683,68021.72656,17142.32227,0.77846,0.00388,0.99612,,,,
2025-06-15T13:45:15+00:00,296,3.97883,2.12199,2.15516,68206.42969,17142.32227,0.77685,0.01563,0.98437,,,,
2025-06-15T13:47:04+00:00,297,3.98694,2.10966,2.10147,68345.45312,17142.32227,0.77564,0.00388,0.99612,,,,
2025-06-15T13:49:04+00:00,298,3.96537,2.14267,2.10556,67975.68750,17142.32227,0.77886,0.01732,0.98268,,,,
2025-06-15T13:50:55+00:00,299,4.00324,2.08518,2.08924,68624.81250,17142.32227,0.77322,0.00195,0.99805,,,,
2025-06-15T13:51:54+00:00,300,3.98153,2.11788,2.08518,68252.72656,17142.32227,0.77645,0.01544,0.98456,,,,
2025-06-15T13:52:52+00:00,301,3.97613,2.12611,2.11788,68160.18750,17142.32227,0.77725,0.00388,0.99612,,,,
2025-06-15T13:53:48+00:00,302,3.97075,2.13438,2.12612,68067.84375,17142.32227,0.77806,0.00387,0.99613,,,,
2025-06-15T13:56:46+00:00,303,4.00596,2.08112,2.10556,68671.53125,17142.32227,0.77282,0.01175,0.98825,,,,
2025-06-15T13:59:28+00:00,304,4.00052,2.08924,2.12199,68578.12500,17142.32227,0.77363,0.01568,0.98432,,,,
2025-06-15T14:01:23+00:00,305,4.00596,2.08112,2.09739,68671.53125,17142.32227,0.77282,0.00782,0.99218,,,,
2025-06-15T14:02:17+00:00,306,3.98694,2.10966,2.08112,68345.45312,17142.32227,0.77564,0.01353,0.98647,,,,
2025-06-15T14:03:14+00:00,307,3.97613,2.12611,2.10966,68160.18750,17142.32227,0.77725,0.00774,0.99226,,,,
2025-06-15T14:05:05+00:00,308,4.00596,2.08112,2.06898,68671.53125,17142.32227,0.77282,0.00583,0.99417,,,,
2025-06-15T14:06:09+00:00,309,4.00596,2.08112,2.08112,68671.53125,17142.32227,0.77282,0.00000,1.00000,,,,
2025-06-15T14:07:58+00:00,310,4.00596,2.08112,2.08924,68671.53125,17142.32227,0.77282,0.00390,0.99610,,,,
2025-06-15T14:09:47+00:00,311,4.04443,2.02497,2.08112,69330.89062,17142.32227,0.76718,0.02773,0.97227,,,,
2025-06-15T14:10:42+00:00,312,4.01964,2.06092,2.02497,68905.90625,17142.32227,0.77081,0.01744,0.98256,,,,
2025-06-15T14:12:34+00:00,313,4.01964,2.06092,2.07707,68905.90625,17142.32227,0.77081,0.00783,0.99217,,,,
2025-06-15T14:14:28+00:00,314,4.03063,2.04488,2.06495,69094.28906,17142.32227,0.76919,0.00981,0.99019,,,,
2025-06-15T14:15:23+00:00,315,4.00052,2.08924,2.04488,68578.12500,17142.32227,0.77363,0.02123,0.97877,,,,
2025-06-15T14:16:22+00:00,316,4.04166,2.02894,2.08924,69283.46094,17142.32227,0.76758,0.02972,0.97028,,,,
2025-06-15T14:18:16+00:00,317,4.00596,2.08112,2.02894,68671.53125,17142.32227,0.77282,0.02507,0.97493,,,,
2025-06-15T14:20:09+00:00,318,4.01690,2.06495,2.00522,68858.92969,17142.32227,0.77121,0.02892,0.97108,,,,
2025-06-15T14:26:12+00:00,319,4.03338,2.04089,2.01706,69141.50781,17142.32227,0.76879,0.01168,0.98832,,,,
2025-06-15T14:28:01+00:00,320,4.01690,2.06495,2.03292,68858.92969,17142.32227,0.77121,0.01551,0.98449,,,,
2025-06-15T14:31:45+00:00,321,4.06109,2.00129,1.99345,69616.43750,17142.32227,0.76476,0.00392,0.99608,,,,
2025-06-15T14:32:44+00:00,322,4.06109,2.00129,2.00129,69616.43750,17142.32227,0.76476,0.00000,1.00000,,,,
2025-06-15T14:34:41+00:00,323,4.02513,2.05289,1.99345,69000.00000,17142.32227,0.77000,0.02895,0.97105,,,,
2025-06-15T14:35:37+00:00,324,4.03338,2.04089,2.05289,69141.50781,17142.32227,0.76879,0.00588,0.99412,,,,
2025-06-15T14:41:32+00:00,325,4.07785,1.97784,2.02894,69903.80469,17142.32227,0.76234,0.02584,0.97416,,,,
2025-06-15T14:44:20+00:00,326,4.08908,1.96232,1.96619,70096.39844,17142.32227,0.76073,0.00197,0.99803,,,,
2025-06-15T14:45:12+00:00,327,4.05274,2.01310,1.96232,69473.44531,17142.32227,0.76597,0.02522,0.97478,,,,
2025-06-15T14:47:52+00:00,328,4.08627,1.96619,1.97395,70048.17969,17142.32227,0.76114,0.00395,0.99605,,,,
2025-06-15T14:49:50+00:00,329,4.09190,1.95846,1.98954,70144.67187,17142.32227,0.76033,0.01587,0.98413,,,,
2025-06-15T14:50:51+00:00,330,4.08908,1.96232,1.95846,70096.39844,17142.32227,0.76073,0.00197,0.99803,,,,
2025-06-15T14:51:53+00:00,331,4.08627,1.96619,1.96232,70048.17969,17142.32227,0.76114,0.00197,0.99803,,,,
2025-06-15T14:54:43+00:00,332,4.09190,1.95846,1.94691,70144.67187,17142.32227,0.76033,0.00590,0.99410,,,,
2025-06-15T14:55:42+00:00,333,4.07505,1.98173,1.95846,69855.78906,17142.32227,0.76275,0.01174,0.98826,,,,
2025-06-15T14:57:36+00:00,334,4.10037,1.94691,1.94307,70289.82031,17142.32227,0.75912,0.00197,0.99803,,,,
2025-06-15T14:59:28+00:00,335,4.07785,1.97784,1.97007,69903.80469,17142.32227,0.76234,0.00393,0.99607,,,,
2025-06-15T15:00:23+00:00,336,4.07785,1.97784,1.97784,69903.80469,17142.32227,0.76234,0.00000,1.00000,,,,
2025-06-15T15:03:19+00:00,337,4.10037,1.94691,1.92778,70289.82031,17142.32227,0.75912,0.00983,0.99017,,,,
2025-06-15T15:05:14+00:00,338,4.09190,1.95846,1.94691,70144.67187,17142.32227,0.76033,0.00590,0.99410,,,,
2025-06-15T15:07:58+00:00,339,4.11738,1.92397,1.95846,70581.47656,17142.32227,0.75670,0.01793,0.98207,,,,
2025-06-15T15:10:52+00:00,340,4.12023,1.92017,1.93541,70630.25781,17142.32227,0.75630,0.00794,0.99206,,,,
2025-06-15T15:11:53+00:00,341,4.10603,1.93924,1.92017,70386.82031,17142.32227,0.75832,0.00983,0.99017,,,,
2025-06-15T15:12:51+00:00,342,4.10603,1.93924,1.93924,70386.82031,17142.32227,0.75832,0.00000,1.00000,,,,
2025-06-15T15:14:41+00:00,343,4.09754,1.95075,1.93924,70241.37500,17142.32227,0.75952,0.00590,0.99410,,,,
2025-06-15T15:17:30+00:00,344,4.09190,1.95846,1.95846,70144.67187,17142.32227,0.76033,0.00000,1.00000,,,,
2025-06-15T15:18:22+00:00,345,4.11454,1.92778,1.95846,70532.73437,17142.32227,0.75711,0.01592,0.98408,,,,
2025-06-15T15:19:17+00:00,346,4.10320,1.94307,1.92778,70338.29687,17142.32227,0.75872,0.00787,0.99213,,,,
2025-06-15T15:21:09+00:00,347,4.10886,1.93541,1.87130,70435.41406,17142.32227,0.75791,0.03312,0.96688,,,,
2025-06-15T15:22:59+00:00,348,4.12023,1.92017,1.92017,70630.25781,17142.32227,0.75630,0.00000,1.00000,,,,
2025-06-15T15:23:54+00:00,349,4.09754,1.95075,1.92017,70241.37500,17142.32227,0.75952,0.01568,0.98432,,,,
2025-06-15T15:24:50+00:00,350,4.11170,1.93159,1.95075,70484.03906,17142.32227,0.75751,0.00992,0.99008,,,,
2025-06-15T15:25:46+00:00,351,4.11170,1.93159,1.93159,70484.03906,17142.32227,0.75751,0.00000,1.00000,,,,
2025-06-15T15:26:42+00:00,352,4.10886,1.93541,1.93159,70435.41406,17142.32227,0.75791,0.00197,0.99803,,,,
2025-06-15T15:27:39+00:00,353,4.11454,1.92778,1.93541,70532.73437,17142.32227,0.75711,0.00396,0.99604,,,,
2025-06-15T15:29:31+00:00,354,4.15462,1.87503,1.92778,71219.84375,17142.32227,0.75147,0.02813,0.97187,,,,
2025-06-15T15:31:25+00:00,355,4.10603,1.93924,1.86759,70386.82031,17142.32227,0.75832,0.03695,0.96305,,,,
2025-06-15T15:33:28+00:00,356,4.13164,1.90503,1.95075,70825.95312,17142.32227,0.75469,0.02400,0.97600,,,,
2025-06-15T15:34:21+00:00,357,4.13737,1.89749,1.90503,70924.10156,17142.32227,0.75388,0.00397,0.99603,,,,
2025-06-15T15:35:14+00:00,358,4.14886,1.88249,1.89749,71121.05469,17142.32227,0.75227,0.00797,0.99203,,,,
2025-06-15T15:37:04+00:00,359,4.11738,1.92397,1.87876,70581.47656,17142.32227,0.75670,0.02350,0.97650,,,,
2025-06-15T15:38:47+00:00,360,4.12878,1.90880,1.89749,70776.94531,17142.32227,0.75509,0.00593,0.99407,,,,
2025-06-15T15:39:38+00:00,361,4.14598,1.88623,1.90880,71071.74219,17142.32227,0.75267,0.01197,0.98803,,,,
2025-06-15T15:40:28+00:00,362,4.15462,1.87503,1.88623,71219.84375,17142.32227,0.75147,0.00598,0.99402,,,,
2025-06-15T15:41:25+00:00,363,4.15462,1.87503,1.87503,71219.84375,17142.32227,0.75147,0.00000,1.00000,,,,
2025-06-15T15:42:14+00:00,364,4.13164,1.90503,1.87503,70825.95312,17142.32227,0.75469,0.01575,0.98425,,,,
2025-06-15T15:43:06+00:00,365,4.14886,1.88249,1.90503,71121.05469,17142.32227,0.75227,0.01197,0.98803,,,,
2025-06-15T15:44:03+00:00,366,4.16040,1.86759,1.88249,71318.84375,17142.32227,0.75066,0.00798,0.99202,,,,
2025-06-15T15:44:56+00:00,367,4.12878,1.90880,1.86759,70776.94531,17142.32227,0.75509,0.02159,0.97841,,,,
2025-06-15T15:45:48+00:00,368,4.16040,1.86759,1.90880,71318.84375,17142.32227,0.75066,0.02207,0.97793,,,,
2025-06-15T15:46:38+00:00,369,4.15462,1.87503,1.86759,71219.84375,17142.32227,0.75147,0.00397,0.99603,,,,
2025-06-15T15:48:26+00:00,370,4.17489,1.84909,1.86759,71567.27344,17142.32227,0.74864,0.01000,0.99000,,,,
2025-06-15T15:50:09+00:00,371,4.15751,1.87130,1.83807,71269.32031,17142.32227,0.75106,0.01776,0.98224,,,,
2025-06-15T15:50:59+00:00,372,4.18362,1.83807,1.87130,71716.97656,17142.32227,0.74744,0.01808,0.98192,,,,
2025-06-15T15:51:48+00:00,373,4.14311,1.88998,1.83807,71022.46875,17142.32227,0.75308,0.02747,0.97253,,,,
2025-06-15T15:53:35+00:00,374,4.16329,1.86388,1.82345,71368.41406,17142.32227,0.75026,0.02169,0.97831,,,,
2025-06-15T15:54:25+00:00,375,4.15462,1.87503,1.86388,71219.84375,17142.32227,0.75147,0.00595,0.99405,,,,
2025-06-15T15:55:17+00:00,376,4.14598,1.88623,1.87503,71071.74219,17142.32227,0.75267,0.00594,0.99406,,,,
2025-06-15T15:56:10+00:00,377,4.17198,1.85278,1.88623,71517.47656,17142.32227,0.74905,0.01805,0.98195,,,,
2025-06-15T15:57:02+00:00,378,4.16329,1.86388,1.85278,71368.41406,17142.32227,0.75026,0.00595,0.99405,,,,
2025-06-15T15:58:00+00:00,379,4.16618,1.86017,1.86388,71418.06250,17142.32227,0.74985,0.00199,0.99801,,,,
2025-06-15T15:58:53+00:00,380,4.18362,1.83807,1.86017,71716.97656,17142.32227,0.74744,0.01203,0.98797,,,,
2025-06-15T15:59:42+00:00,381,4.19238,1.82710,1.83807,71867.16406,17142.32227,0.74623,0.00600,0.99400,,,,
2025-06-15T16:00:31+00:00,382,4.17198,1.85278,1.82710,71517.47656,17142.32227,0.74905,0.01386,0.98614,,,,
2025-06-15T16:01:25+00:00,383,4.17489,1.84909,1.85278,71567.27344,17142.32227,0.74864,0.00199,0.99801,,,,
2025-06-15T16:02:14+00:00,384,4.17489,1.84909,1.84909,71567.27344,17142.32227,0.74864,0.00000,1.00000,,,,
2025-06-15T16:03:04+00:00,385,4.16329,1.86388,1.84909,71368.41406,17142.32227,0.75026,0.00793,0.99207,,,,
2025-06-15T16:03:54+00:00,386,4.18946,1.83075,1.86388,71817.05469,17142.32227,0.74663,0.01810,0.98190,,,,
2025-06-15T16:04:43+00:00,387,4.16329,1.86388,1.83075,71368.41406,17142.32227,0.75026,0.01777,0.98223,,,,
2025-06-15T16:05:35+00:00,388,4.20117,1.81618,1.86388,72017.85156,17142.32227,0.74502,0.02626,0.97374,,,,
2025-06-15T16:06:25+00:00,389,4.18946,1.83075,1.81618,71817.05469,17142.32227,0.74663,0.00796,0.99204,,,,
2025-06-15T16:07:14+00:00,390,4.16618,1.86017,1.83075,71418.06250,17142.32227,0.74985,0.01582,0.98418,,,,
2025-06-15T16:08:04+00:00,391,4.18071,1.84174,1.86017,71667.02344,17142.32227,0.74784,0.01001,0.98999,,,,
2025-06-15T16:08:53+00:00,392,4.18654,1.83440,1.84174,71766.99219,17142.32227,0.74703,0.00400,0.99600,,,,
2025-06-15T16:09:43+00:00,393,4.20411,1.81255,1.83440,72068.17969,17142.32227,0.74462,0.01206,0.98794,,,,
2025-06-15T16:10:32+00:00,394,4.17780,1.84541,1.81255,71617.11719,17142.32227,0.74824,0.01781,0.98219,,,,
2025-06-15T16:11:22+00:00,395,4.18071,1.84174,1.84541,71667.02344,17142.32227,0.74784,0.00200,0.99800,,,,
2025-06-15T16:13:16+00:00,396,4.19531,1.82345,1.82345,71917.34375,17142.32227,0.74582,0.00000,1.00000,,,,
2025-06-15T16:15:00+00:00,397,4.17780,1.84541,1.79090,71617.11719,17142.32227,0.74824,0.02954,0.97046,,,,
2025-06-15T16:15:55+00:00,398,4.19238,1.82710,1.84541,71867.16406,17142.32227,0.74623,0.01002,0.98998,,,,
2025-06-15T16:16:44+00:00,399,4.19238,1.82710,1.82710,71867.16406,17142.32227,0.74623,0.00000,1.00000,,,,
2025-06-15T16:17:35+00:00,400,4.19238,1.82710,1.82710,71867.16406,17142.32227,0.74623,0.00000,1.00000,,,,
2025-06-15T16:18:25+00:00,401,4.16618,1.86017,1.82710,71418.06250,17142.32227,0.74985,0.01778,0.98222,,,,
2025-06-15T16:19:14+00:00,402,4.18654,1.83440,1.86017,71766.99219,17142.32227,0.74703,0.01405,0.98595,,,,
2025-06-15T16:20:07+00:00,403,4.19531,1.82345,1.83440,71917.34375,17142.32227,0.74582,0.00601,0.99399,,,,
2025-06-15T16:20:58+00:00,404,4.16908,1.85647,1.82345,71467.73437,17142.32227,0.74945,0.01779,0.98221,,,,
2025-06-15T16:21:48+00:00,405,4.20999,1.80531,1.85647,72169.01562,17142.32227,0.74381,0.02834,0.97166,,,,
2025-06-15T16:22:38+00:00,406,4.18362,1.83807,1.80531,71716.97656,17142.32227,0.74744,0.01782,0.98218,,,,
2025-06-15T16:23:27+00:00,407,4.19531,1.82345,1.83807,71917.34375,17142.32227,0.74582,0.00802,0.99198,,,,
2025-06-15T16:24:17+00:00,408,4.16908,1.85647,1.82345,71467.73437,17142.32227,0.74945,0.01779,0.98221,,,,
2025-06-15T16:25:06+00:00,409,4.18946,1.83075,1.85647,71817.05469,17142.32227,0.74663,0.01405,0.98595,,,,
2025-06-15T16:25:55+00:00,410,4.18946,1.83075,1.83075,71817.05469,17142.32227,0.74663,0.00000,1.00000,,,,
2025-06-15T16:26:45+00:00,411,4.20117,1.81618,1.83075,72017.85156,17142.32227,0.74502,0.00802,0.99198,,,,
2025-06-15T16:27:35+00:00,412,4.19238,1.82710,1.81618,71867.16406,17142.32227,0.74623,0.00598,0.99402,,,,
2025-06-15T16:28:24+00:00,413,4.18654,1.83440,1.82710,71766.99219,17142.32227,0.74703,0.00398,0.99602,,,,
2025-06-15T16:29:14+00:00,414,4.21884,1.79450,1.83440,72320.67187,17142.32227,0.74260,0.02224,0.97776,,,,
2025-06-15T16:30:03+00:00,415,4.23662,1.77303,1.79450,72625.47656,17142.32227,0.74018,0.01211,0.98789,,,,
2025-06-15T16:30:53+00:00,416,4.19531,1.82345,1.77303,71917.34375,17142.32227,0.74582,0.02765,0.97235,,,,
2025-06-15T16:31:42+00:00,417,4.20705,1.80893,1.82345,72118.57031,17142.32227,0.74421,0.00803,0.99197,,,,
2025-06-15T16:32:32+00:00,418,4.20411,1.81255,1.80893,72068.17969,17142.32227,0.74462,0.00200,0.99800,,,,
2025-06-15T16:33:21+00:00,419,4.18946,1.83075,1.81255,71817.05469,17142.32227,0.74663,0.00994,0.99006,,,,
2025-06-15T16:34:11+00:00,420,4.19824,1.81981,1.83075,71967.57812,17142.32227,0.74542,0.00601,0.99399,,,,
2025-06-15T16:35:00+00:00,421,4.20999,1.80531,1.81981,72169.01562,17142.32227,0.74381,0.00803,0.99197,,,,
2025-06-15T16:35:50+00:00,422,4.22179,1.79090,1.80531,72371.32812,17142.32227,0.74220,0.00804,0.99196,,,,
2025-06-15T16:36:40+00:00,423,4.20999,1.80531,1.79090,72169.01562,17142.32227,0.74381,0.00798,0.99202,,,,
2025-06-15T16:37:29+00:00,424,4.22771,1.78374,1.80531,72472.82031,17142.32227,0.74139,0.01210,0.98790,,,,
2025-06-15T16:38:19+00:00,425,4.22179,1.79090,1.78374,72371.32812,17142.32227,0.74220,0.00400,0.99600,,,,
